id,CERTLEVP,PGMCIPAP,PGM_P034,PGM_P036,PGM_280A,PGM_280B,PGM_280C,PGM_280F,PGM_P401,STULOANS,DBTOTGRD,SCHOLARP,PREVLEVP,HLOSGRDP,GRADAGEP,GENDER2,CTZSHIPP,VISBMINP,DDIS_FL,PAR1GRD,PAR2GRD,BEF_P140,BEF_160,overqualified
12269,2.0,8.0,1.0,,2.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,99.0,0
9719,2.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,9.0,1.0,0.0,6.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,6.0,0
671,3.0,8.0,9.0,6.0,2.0,2.0,2.0,,1.0,2.0,9.0,6.0,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,1
9424,2.0,5.0,1.0,6.0,2.0,1.0,1.0,9.0,,1.0,6.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,6.0,1
4872,1.0,8.0,1.0,6.0,2.0,2.0,2.0,,3.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,3.0,3.0,1.0,1
6821,3.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,,6.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,3.0,1
11950,2.0,8.0,2.0,1.0,6.0,2.0,6.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,2.0,Male,1.0,2.0,2.0,1.0,1.0,3.0,6.0,0
3476,2.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,6.0,2.0,2.0,4.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,6.0,0
4970,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,1.0,3.0,6.0,0
2321,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,1.0,0
7934,1.0,99.0,1.0,6.0,9.0,2.0,1.0,2.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,Female,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1
2748,3.0,7.0,1.0,6.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,6.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,4.0,0
10445,1.0,6.0,1.0,9.0,2.0,2.0,2.0,1.0,,,6.0,6.0,2.0,2.0,,2.0,,1.0,2.0,2.0,9.0,1.0,,1
2120,,8.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,6.0,9.0,2.0,3.0,1.0,2.0,2.0,,1.0,1.0,3.0,6.0,0
6570,,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,0
4989,1.0,8.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,5.0,6.0,1
11162,3.0,5.0,2.0,3.0,2.0,,2.0,1.0,1.0,1.0,,6.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,6.0,1
6880,3.0,99.0,1.0,6.0,6.0,2.0,2.0,6.0,1.0,,6.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
3038,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,9.0,1.0,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1
9031,3.0,6.0,1.0,6.0,,2.0,2.0,1.0,1.0,1.0,0.0,4.0,9.0,3.0,2.0,,1.0,2.0,1.0,1.0,9.0,3.0,,0
5567,1.0,10.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0
5810,,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,0
5237,,99.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,1.0,2.0,2.0,1.0,,1.0,2.0,6.0,1.0,3.0,1.0,0
5414,2.0,9.0,1.0,6.0,9.0,9.0,2.0,1.0,1.0,1.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,9.0,2.0,0
5718,1.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,0
6174,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,3.0,Yes,2.0,1.0,9.0,1.0,99.0,1
694,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,9.0,6.0,1.0,6.0,9.0,1.0,,9.0,2.0,1.0,1.0,3.0,3.0,2.0,1
9819,2.0,1.0,9.0,,9.0,6.0,9.0,1.0,2.0,2.0,6.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,0
11149,3.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,9.0,2.0,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,0
4453,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,99.0,1
433,2.0,8.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1
3364,4.0,7.0,,6.0,2.0,6.0,,1.0,,2.0,6.0,6.0,6.0,2.0,1.0,2.0,,,2.0,2.0,3.0,3.0,1.0,0
7545,1.0,9.0,1.0,6.0,6.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,9.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,4.0,1
2620,2.0,5.0,2.0,1.0,9.0,1.0,6.0,2.0,1.0,2.0,6.0,6.0,6.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1
9539,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,1
7668,2.0,5.0,2.0,1.0,6.0,9.0,2.0,9.0,3.0,2.0,6.0,6.0,6.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,0
5066,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,3.0,2.0,1.0,,2.0,1.0,1.0,,6.0,1
1868,3.0,5.0,,6.0,2.0,2.0,2.0,1.0,2.0,9.0,6.0,4.0,2.0,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,5.0,0
10314,3.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,,3.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,3.0,3.0,1
5733,1.0,5.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,3.0,3.0,1.0,5.0,1
3582,2.0,5.0,1.0,6.0,9.0,2.0,,2.0,6.0,1.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,3.0,5.0,0
11606,1.0,9.0,,1.0,2.0,9.0,2.0,9.0,6.0,1.0,6.0,6.0,1.0,1.0,,2.0,2.0,1.0,2.0,9.0,1.0,1.0,6.0,0
11413,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,2.0,2.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,6.0,0
2461,2.0,9.0,1.0,6.0,6.0,6.0,,9.0,9.0,,9.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
2180,4.0,1.0,1.0,6.0,2.0,2.0,,1.0,1.0,2.0,6.0,3.0,6.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,9.0,2.0,0
2127,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,9.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,9.0,6.0,9.0,5.0,0
10178,2.0,9.0,1.0,6.0,2.0,9.0,2.0,1.0,2.0,1.0,4.0,9.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,9.0,1.0,1.0,6.0,0
2311,2.0,2.0,1.0,6.0,6.0,2.0,,1.0,2.0,1.0,6.0,6.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,0
7627,3.0,9.0,1.0,6.0,2.0,2.0,2.0,,9.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0
3999,3.0,9.0,1.0,6.0,2.0,2.0,6.0,1.0,9.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,3.0,0
8614,3.0,5.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,6.0,6.0,3.0,3.0,3.0,Male,1.0,2.0,2.0,3.0,3.0,1.0,6.0,1
4106,1.0,10.0,9.0,6.0,2.0,2.0,2.0,1.0,9.0,2.0,6.0,1.0,6.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1
6855,9.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,,2.0,2.0,1.0,9.0,1.0,,3.0,9.0,6.0,0
3416,2.0,,1.0,6.0,2.0,2.0,2.0,9.0,1.0,9.0,,6.0,6.0,,7.0,1.0,1.0,9.0,2.0,1.0,1.0,3.0,2.0,1
1674,2.0,6.0,1.0,6.0,2.0,,2.0,1.0,6.0,1.0,6.0,9.0,6.0,2.0,1.0,,1.0,Yes,2.0,1.0,1.0,3.0,2.0,0
7512,2.0,9.0,9.0,6.0,2.0,2.0,2.0,9.0,1.0,2.0,6.0,9.0,6.0,2.0,1.0,2.0,9.0,2.0,Without disability,1.0,1.0,3.0,1.0,0
1943,3.0,2.0,1.0,6.0,2.0,2.0,9.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,2.0,1.0,,2.0,1.0,1.0,6.0,3.0,6.0,1
11489,9.0,99.0,1.0,6.0,9.0,1.0,9.0,6.0,1.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,0
8578,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,1.0,2.0,1.0,,1.0,2.0,2.0,9.0,1.0,3.0,2.0,0
2371,2.0,,,1.0,2.0,1.0,,2.0,2.0,1.0,9.0,6.0,6.0,2.0,7.0,1.0,1.0,,2.0,1.0,1.0,3.0,3.0,0
6426,3.0,4.0,1.0,6.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,3.0,1.0,2.0,,1.0,2.0,2.0,,3.0,3.0,1
1729,2.0,5.0,2.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,4.0,,9.0,2.0,1.0,Female,1.0,2.0,1.0,1.0,1.0,3.0,6.0,1
311,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,,6.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,2.0,0
9010,9.0,6.0,1.0,6.0,2.0,2.0,2.0,,2.0,6.0,6.0,2.0,6.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1
1192,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,,9.0,1.0,2.0,9.0,9.0,2.0,9.0,9.0,9.0,99.0,0
11961,3.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,0
3991,1.0,7.0,1.0,6.0,2.0,9.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0
2289,,8.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,2.0,,6.0,6.0,9.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,0
9101,9.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,9.0,6.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,9.0,9.0,6.0,1
2060,1.0,8.0,9.0,6.0,2.0,2.0,2.0,,1.0,2.0,6.0,6.0,6.0,1.0,,1.0,1.0,2.0,2.0,3.0,,3.0,3.0,1
9840,3.0,5.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,,6.0,3.0,3.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,0
8413,2.0,99.0,1.0,6.0,2.0,9.0,2.0,1.0,1.0,9.0,6.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,,3.0,6.0,3.0,1.0,0
5996,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,6.0,0
9022,3.0,5.0,1.0,6.0,,2.0,2.0,6.0,1.0,2.0,6.0,,2.0,3.0,3.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,6.0,0
10822,,9.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,0
10024,1.0,7.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,,6.0,6.0,6.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,6.0,0
5897,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,1.0,,2.0,1.0,1.0,1.0,9.0,1.0,,1.0,3.0,2.0,0
8533,3.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1
1556,2.0,99.0,2.0,4.0,2.0,,6.0,2.0,2.0,,9.0,3.0,6.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,2.0,3.0,1.0,0
3193,2.0,4.0,1.0,6.0,2.0,2.0,9.0,1.0,1.0,2.0,4.0,6.0,6.0,2.0,,1.0,3.0,1.0,2.0,1.0,6.0,3.0,1.0,1
9814,1.0,4.0,1.0,9.0,,2.0,2.0,1.0,2.0,9.0,6.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,,2.0,0
6960,2.0,5.0,1.0,6.0,2.0,2.0,2.0,,6.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,0
1315,1.0,8.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,0.0,6.0,2.0,9.0,2.0,2.0,4.0,No,1.0,3.0,2.0,1.0,6.0,0
884,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,6.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
2826,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,1.0,3.0,6.0,0
2065,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,2.0,9.0,1.0,,3.0,4.0,2.0,1.0,9.0,2.0,9.0,9.0,1.0,6.0,0
11011,,10.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,0
7895,2.0,8.0,1.0,6.0,2.0,,2.0,1.0,1.0,1.0,6.0,6.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0
9446,2.0,5.0,1.0,,2.0,6.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,,2.0,6.0,1.0,1.0,99.0,1
10223,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,0
1502,,8.0,1.0,6.0,2.0,9.0,2.0,1.0,2.0,,6.0,1.0,6.0,9.0,1.0,1.0,2.0,1.0,Without disability,3.0,1.0,3.0,3.0,0
401,9.0,99.0,9.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,,2.0,1.0,9.0,1.0,1.0,2.0,1.0,3.0,2.0,0
4166,2.0,4.0,1.0,6.0,9.0,2.0,2.0,1.0,2.0,6.0,4.0,6.0,6.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1
2804,2.0,2.0,1.0,6.0,2.0,,6.0,1.0,1.0,2.0,,6.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
10645,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,9.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,,0
10553,3.0,5.0,2.0,1.0,2.0,6.0,9.0,2.0,3.0,1.0,2.0,9.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,5.0,1
2066,1.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,Female,1.0,No,2.0,1.0,1.0,1.0,3.0,1
959,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,6.0,0
4277,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,0
786,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,1.0,3.0,1
5074,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,6.0,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,0
12445,3.0,1.0,2.0,1.0,9.0,2.0,2.0,1.0,3.0,1.0,6.0,9.0,,3.0,3.0,2.0,4.0,2.0,1.0,,1.0,1.0,6.0,1
629,1.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,6.0,6.0,9.0,9.0,4.0,,9.0,9.0,2.0,9.0,9.0,9.0,99.0,0
2411,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,,0
3598,1.0,2.0,1.0,6.0,2.0,9.0,6.0,6.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,9.0,4.0,1.0,0
486,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,6.0,6.0,6.0,2.0,2.0,Male,2.0,,2.0,2.0,2.0,3.0,,1
5842,2.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,Female,1.0,2.0,Without disability,1.0,1.0,,6.0,0
10984,2.0,1.0,,6.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,1.0,9.0,1.0,6.0,6.0,1.0,6.0,0
6379,3.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,,6.0,6.0,9.0,6.0,3.0,,2.0,2.0,9.0,1.0,1.0,1.0,1.0,3.0,0
9515,3.0,7.0,9.0,6.0,2.0,2.0,2.0,6.0,1.0,9.0,6.0,1.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,9.0,6.0,5.0,6.0,0
5085,2.0,4.0,1.0,6.0,2.0,2.0,2.0,,2.0,1.0,6.0,6.0,6.0,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,6.0,0
4564,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,4.0,0
7614,3.0,6.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,6.0,4.0,6.0,,2.0,,2.0,,2.0,1.0,1.0,3.0,99.0,0
11702,3.0,7.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,,2.0,2.0,2.0,3.0,2.0,1
195,3.0,8.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1
4178,3.0,99.0,1.0,6.0,2.0,2.0,2.0,6.0,9.0,9.0,9.0,6.0,2.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,3.0,1
272,1.0,4.0,1.0,6.0,2.0,2.0,2.0,,6.0,1.0,6.0,9.0,6.0,9.0,,Female,1.0,2.0,1.0,2.0,1.0,4.0,6.0,0
8326,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,9.0,1.0,2.0,1.0,No,1.0,1.0,1.0,3.0,6.0,0
5303,,4.0,1.0,6.0,2.0,2.0,,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,No,2.0,1.0,2.0,3.0,4.0,0
9615,2.0,99.0,2.0,5.0,2.0,2.0,2.0,,1.0,2.0,6.0,6.0,9.0,,2.0,1.0,1.0,2.0,Without disability,2.0,6.0,5.0,2.0,0
7276,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,3.0,3.0,0
5118,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,2.0,3.0,6.0,3.0,,4.0,2.0,,2.0,2.0,1.0,1.0,1.0,6.0,1
7247,3.0,5.0,1.0,6.0,6.0,2.0,2.0,1.0,2.0,9.0,6.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,0
9478,2.0,10.0,1.0,6.0,,2.0,6.0,1.0,1.0,1.0,9.0,2.0,6.0,2.0,1.0,2.0,9.0,2.0,1.0,2.0,6.0,5.0,3.0,1
3108,1.0,10.0,1.0,6.0,9.0,,1.0,6.0,6.0,2.0,6.0,6.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,1.0,6.0,1
11777,2.0,5.0,2.0,2.0,9.0,9.0,1.0,2.0,9.0,1.0,2.0,2.0,2.0,9.0,3.0,1.0,2.0,1.0,2.0,9.0,9.0,3.0,6.0,0
11671,3.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,6.0,3.0,9.0,4.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,6.0,0
11763,3.0,6.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,9.0,,4.0,9.0,3.0,2.0,1.0,1.0,,1.0,9.0,1.0,1.0,2.0,0
1656,1.0,2.0,1.0,6.0,2.0,2.0,2.0,,1.0,1.0,6.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,6.0,0
3772,3.0,7.0,1.0,6.0,2.0,9.0,6.0,9.0,9.0,2.0,9.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,,9.0,2.0,2.0,0
4167,1.0,7.0,1.0,6.0,2.0,2.0,9.0,1.0,6.0,2.0,9.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0
9350,2.0,9.0,2.0,4.0,2.0,9.0,2.0,6.0,3.0,1.0,6.0,,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,99.0,0
9752,1.0,99.0,1.0,6.0,2.0,2.0,9.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,Without disability,2.0,9.0,3.0,99.0,0
1908,2.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,,6.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,3.0,3.0,1
5629,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,,2.0,6.0,6.0,9.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,,1.0,,0
10383,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,3.0,1.0,1.0,No,2.0,1.0,1.0,1.0,6.0,1
11098,3.0,10.0,9.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,1
6274,3.0,5.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,,6.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,,3.0,1.0,0
9012,2.0,4.0,1.0,6.0,2.0,1.0,6.0,6.0,9.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,0
9598,2.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,9.0,1.0,1.0,,1.0,,6.0,1.0,3.0,2.0,0
2823,2.0,5.0,1.0,,6.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,,2.0,3.0,1.0,3.0,1.0,2.0,9.0,,1.0,5.0,1
8374,3.0,99.0,1.0,9.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,,2.0,1.0,6.0,1
5101,3.0,9.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
11317,,8.0,1.0,6.0,9.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,2.0,9.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,4.0,0
3430,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,9.0,,1
2266,1.0,2.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,2.0,1
11402,3.0,5.0,2.0,1.0,2.0,9.0,2.0,1.0,2.0,1.0,6.0,6.0,3.0,,,9.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
1689,2.0,9.0,1.0,6.0,2.0,2.0,2.0,6.0,2.0,6.0,,1.0,6.0,2.0,,2.0,1.0,2.0,1.0,6.0,1.0,,3.0,0
